record_index,message_index,fragment_role,rule,source_file,range_start,range_end,has_test_case,test_files,test_kind,test_suite,test_command,test_run_status,test_result_file,coverage_report,coverage_report_current,line_total_in_range,line_covered_in_range,line_coverage_pct,branch_side_total_in_range,branch_side_covered_in_range,branch_coverage_pct,function_total_overlapping_range,function_covered_overlapping_range,function_coverage_pct,overlapping_coverage_functions,note
1,1,path,,/Users/jiaomingyang/project/arkts/repos/ostest_integration_test/scenario/MyMusic/entry/src/main/ets/viewmodel/BookTriItemData.ets,39,48,yes,/Users/jiaomingyang/project/arkts/repos/ostest_integration_test/scenario/MyMusic/entry/src/test/List.test.ets;/Users/jiaomingyang/project/arkts/repos/ostest_integration_test/scenario/MyMusic/entry/src/test/DataClumps.test.ets,local-test,DataClumpsConstructorContract,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon test -p module=entry -p coverage=true -p scope=DataClumpsConstructorContract,passed_previous_run,/Users/jiaomingyang/project/arkts/repos/ostest_integration_test/scenario/MyMusic/entry/.test/default/intermediates/test/coverage_data/coverage.log,/Users/jiaomingyang/project/arkts/repos/ostest_integration_test/scenario/MyMusic/entry/.test/default/outputs/test/reports/coverageReport.json,yes_2026-04-26_10:08:16,9,9,100.00,0,0,N/A,1,1,100.00,BookTriItemData.constructor,coverageReport.json and js_coverage.json are from prior 2026-04-26 10:08:16 run with BUILD SUCCESSFUL in .hvigor/report/report-202604261008097220.json; current rerun hung after GenerateUnitTestResult and only refreshed coverage.log; test_result.txt was not present
