record_index,message_index,fragment_role,rule,source_file,commit_id,range_start,range_end,has_test_case,test_files,test_kind,test_suite,test_command,test_run_status,line_total_in_range,line_covered_in_range,line_coverage_pct,branch_side_total_in_range,branch_side_covered_in_range,branch_coverage_pct,function_total_overlapping_range,function_covered_overlapping_range,function_coverage_pct,overlapping_coverage_functions,note,_source_csv
3,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/home/src/main/ets/component/RecommendBar.ets,a94cda35dc27ed7a9425f23d16c1822ec7b6973f,3,53,yes,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/home/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/home/src/ohosTest/ets/test/RecommendBar.test.ets,instrument-test,RecommendBarTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=home@ohosTest -p coverage=true -p scope=RecommendBarTest,passed,41,41,100.00,0,0,N/A,15,15,100.00,initialRender;anonymous_1;anonymous_2;anonymous_3;anonymous_4;anonymous_5;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15,"hvigor printed getInitCoverageData failed, but test_result.txt passed and coverageReport.json was emitted",code-clone_coverage.csv
3,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/homePage/src/main/ets/model/PracticeMode.ets,863d7e177b8aaec283909ff6f4841493a325476d,19,139,yes,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/homePage/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/homePage/src/ohosTest/ets/test/PracticeMode.test.ets,instrument-test,PracticeModeInstrumentTest,"hvigorw.js --no-daemon onDeviceTest -p module=homePage -p coverage=true -p scope=PracticeModeInstrumentTest,AuthenticationPageInstrumentTest",passed,33,33,100.00,4,3,75.00,16,16,100.00,PracticeView.constructor;PracticeDataSource.constructor;PracticeDataSource.getData;PracticeDataSource.totalCount;PracticeDataSource.registerDataChangeListener;PracticeDataSource.unregisterDataChangeListener;PracticeDataSource.notifyDataReload;anonymous_0;PracticeDataSource.notifyDataAdd;anonymous_1;PracticeDataSource.notifyDataChange;anonymous_2;PracticeDataSource.notifyDataDelete;anonymous_3;PracticeDataSource.notifyDataMove;anonymous_4,rerun passed in combined homePage scope with AuthenticationPageInstrumentTest,code-clone_coverage.csv
3,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/KidsTemplate/ChildrenEducation/scenes/tabs/minepage/src/main/ets/views/settings/TimeCtrl.ets,8cb35da991c36cca22092e4a0bb78dedcab2ba63,90,100,yes,src/ohosTest/ets/test/TimeCtrlRender.test.ets;src/test/TimeCtrl.test.ets,instrument-test,TimeCtrlRenderTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=minepage@ohosTest -p coverage=true,passed,10,10,100.00,0,0,N/A,6,6,100.00,initialRender;anonymous_3;anonymous_5;anonymous_16;anonymous_17;anonymous_20,rerun passed: 3/3 tests,code-clone_coverage.csv
3,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/BusinessTemplate/OfficeAttendance/scenes/schedule/src/main/ets/mock/DataManager.ets,b6d0b516c80b5a8376f7ca239bb30d8e8d7d95d3,13,33,yes,agc-template-market-harmonyos-demos/BusinessTemplate/OfficeAttendance/scenes/schedule/src/ohosTest/ets/test/ScheduleForm.test.ets;agc-template-market-harmonyos-demos/BusinessTemplate/OfficeAttendance/scenes/schedule/src/ohosTest/ets/test/Ability.test.ets,instrument-test,ScheduleFormTest+ActsAbilityTest,hvigorw.js --no-daemon ohosTest -p module=schedule -p coverage=true,passed,15,0,0.00,4,0,0.00,3,0,0.00,DataManager.getId;DataManager.saveOne;anonymous_0,rerun passed: 1/2 tests; existing test artifacts do not cover this target range,code-clone_coverage.csv
3,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_points/src/main/ets/components/SubmitPointConfirm.ets,975b21103b1cfc43542b1596c1aa77954d486db7,60,81,yes,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_points/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_points/src/ohosTest/ets/test/SubmitPointConfirm.test.ets,instrument-test,SubmitPointConfirmTest,hvigorw onDeviceTest -p module=module_points -p coverage=true -p scope=SubmitPointConfirmTest,passed,19,19,100.00,0,0,N/A,10,10,100.00,photoPointConfirmBuilder;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21,rerun passed: 3/3 tests,code-clone_coverage.csv
3,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/main/ets/components/RecommendBar.ets,19e92afe273197fc2ff4a669341d5a8dd26f5ff6,3,53,yes,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/RecommendBar.test.ets,instrument-test,MineRecommendBarTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=mine@ohosTest -p coverage=true -p scope=MineRecommendBarTest,passed,41,41,100.00,0,0,N/A,15,15,100.00,initialRender;anonymous_1;anonymous_2;anonymous_3;anonymous_4;anonymous_5;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15,exported function is RecommendBarTest; actual describe scope is MineRecommendBarTest; hvigor printed getInitCoverageData failed but emitted coverage report,code-clone_coverage.csv
3,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/topicPage/src/main/ets/viewModel/PracticeMode.ets,863d7e177b8aaec283909ff6f4841493a325476d,17,139,yes,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/topicPage/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/topicPage/src/ohosTest/ets/test/PracticeMode.test.ets,instrument-test,PracticeModeInstrumentTest,hvigorw.js --no-daemon onDeviceTest -p module=topicPage -p coverage=true -p scope=PracticeModeInstrumentTest,passed,33,33,100.00,4,3,75.00,16,16,100.00,PracticeMode.constructor;PracticeDataSource.constructor;PracticeDataSource.getData;PracticeDataSource.totalCount;PracticeDataSource.registerDataChangeListener;PracticeDataSource.unregisterDataChangeListener;PracticeDataSource.notifyDataReload;anonymous_0;PracticeDataSource.notifyDataAdd;anonymous_1;PracticeDataSource.notifyDataChange;anonymous_2;PracticeDataSource.notifyDataDelete;anonymous_3;PracticeDataSource.notifyDataMove;anonymous_4,rerun passed; previous missing dependency build failure did not reproduce,code-clone_coverage.csv
3,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/KidsTemplate/ChildrenEducation/scenes/tabs/minepage/src/main/ets/views/settings/TimeCtrl.ets,8cb35da991c36cca22092e4a0bb78dedcab2ba63,114,124,yes,src/ohosTest/ets/test/TimeCtrlRender.test.ets;src/test/TimeCtrl.test.ets,instrument-test,TimeCtrlRenderTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=minepage@ohosTest -p coverage=true,passed,10,10,100.00,0,0,N/A,6,6,100.00,initialRender;anonymous_3;anonymous_5;anonymous_21;anonymous_22;anonymous_25,rerun passed: 3/3 tests,code-clone_coverage.csv
3,2,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/KidsTemplate/ChildrenEducation/scenes/tabs/minepage/src/main/ets/views/settings/TimeCtrl.ets,8cb35da991c36cca22092e4a0bb78dedcab2ba63,165,175,yes,src/ohosTest/ets/test/TimeCtrlRender.test.ets;src/test/TimeCtrl.test.ets,instrument-test,TimeCtrlRenderTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=minepage@ohosTest -p coverage=true,passed,10,10,100.00,0,0,N/A,6,6,100.00,initialRender;anonymous_3;anonymous_5;anonymous_31;anonymous_32;anonymous_35,rerun passed: 3/3 tests,code-clone_coverage.csv
3,3,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/KidsTemplate/ChildrenEducation/scenes/tabs/minepage/src/main/ets/views/settings/TimeCtrl.ets,8cb35da991c36cca22092e4a0bb78dedcab2ba63,189,199,yes,src/ohosTest/ets/test/TimeCtrlRender.test.ets;src/test/TimeCtrl.test.ets,instrument-test,TimeCtrlRenderTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=minepage@ohosTest -p coverage=true,passed,10,10,100.00,0,0,N/A,6,6,100.00,initialRender;anonymous_3;anonymous_5;anonymous_36;anonymous_37;anonymous_40,rerun passed: 3/3 tests,code-clone_coverage.csv
3,4,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/KidsTemplate/ChildrenEducation/scenes/tabs/minepage/src/main/ets/views/settings/TimeCtrl.ets,8cb35da991c36cca22092e4a0bb78dedcab2ba63,165,179,yes,src/ohosTest/ets/test/TimeCtrlRender.test.ets;src/test/TimeCtrl.test.ets,instrument-test,TimeCtrlRenderTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=minepage@ohosTest -p coverage=true,passed,14,14,100.00,0,0,N/A,7,7,100.00,initialRender;anonymous_3;anonymous_5;anonymous_31;anonymous_32;anonymous_33;anonymous_35,rerun passed: 3/3 tests,code-clone_coverage.csv
3,4,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/KidsTemplate/ChildrenEducation/scenes/tabs/minepage/src/main/ets/views/settings/TimeCtrl.ets,8cb35da991c36cca22092e4a0bb78dedcab2ba63,189,203,yes,src/ohosTest/ets/test/TimeCtrlRender.test.ets;src/test/TimeCtrl.test.ets,instrument-test,TimeCtrlRenderTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=minepage@ohosTest -p coverage=true,passed,14,14,100.00,0,0,N/A,7,7,100.00,initialRender;anonymous_3;anonymous_5;anonymous_36;anonymous_37;anonymous_38;anonymous_40,rerun passed: 3/3 tests,code-clone_coverage.csv
4,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/main/ets/pages/MyFavoritesPage.ets,8728c1c428764ec7db50adc81be05067b92b2c5d,8,32,yes,agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/ohosTest/ets/test/MyFavoritesPage.test.ets;agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/ohosTest/ets/test/WatchRecordsPage.test.ets,instrument-test,"MyFavoritesPageUiTest,WatchRecordsPageUiTest","hvigorw onDeviceTest -p module=mine -p coverage=true -p scope=MyFavoritesPageUiTest,WatchRecordsPageUiTest",passed,16,15,93.75,0,0,N/A,13,12,92.31,resetStateVarsOnReuse;aboutToAppear;anonymous_1;initialRender;anonymous_2;anonymous_3;anonymous_4;anonymous_5;anonymous_6;anonymous_7;anonymous_8;anonymous_11;anonymous_12,rerun passed: 2/2 tests,code-clone_coverage.csv
4,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/main/ets/pages/AddVisitorPage.ets,1c38a66f86bc0d7e258ff1b5dafe127efd2b74ce,1,158,yes,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/AddVisitorPage.test.ets,instrument-test,AddVisitorPageTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=mine@ohosTest -p coverage=true -p scope=AddVisitorPageTest,passed,108,71,65.74,16,2,12.50,39,34,87.18,AddVisitorPageBuilder;anonymous_1;resetStateVarsOnReuse;cloneContact;isContactInfoValid;upDateContactInfo;anonymous_3;aboutToAppear;aboutToDisappear;initialRender;anonymous_4;anonymous_5;anonymous_6;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32,"hvigor printed getInitCoverageData failed, but test_result.txt passed and coverageReport.json was emitted",code-clone_coverage.csv
4,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/main/ets/components/HomeVisit.ets,64ebf8ef262d5720ab6d61df4482b3ff00efb555,8,59,yes,agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/ohosTest/ets/test/HomeVisit.test.ets;agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/ohosTest/ets/test/ShippingInfo.test.ets,instrument-test,"HomeVisitTest,ShippingInfoTest","hvigorw.js --no-daemon test -p module=business_home -p coverage=true -p scope=HomeVisitTest,ShippingInfoTest",passed,9,9,100.00,0,0,N/A,6,6,100.00,anonymous_1;anonymous_2;anonymous_4;anonymous_5;anonymous_7;anonymous_8,rerun passed: 9/9 tests,code-clone_coverage.csv
4,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/homePage/src/main/ets/pages/AuthenticationPage.ets,6970e9245223634a3888be5cd56379acb557a5a7,1,71,yes,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/homePage/src/ohosTest/ets/test/AuthenticationPage.test.ets;agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/homePage/src/ohosTest/ets/test/List.test.ets,instrument-test,AuthenticationPageInstrumentTest,"hvigorw.js --no-daemon onDeviceTest -p module=homePage -p coverage=true -p scope=PracticeModeInstrumentTest,AuthenticationPageInstrumentTest",passed,62,62,100.00,0,0,N/A,7,7,100.00,AuthenticationPageBuilder;anonymous_1;initialRender;anonymous_3;anonymous_4;anonymous_5;anonymous_6,rerun passed; previous missing host anchor did not reproduce,code-clone_coverage.csv
4,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/main/ets/pages/WatchRecordsPage.ets,8728c1c428764ec7db50adc81be05067b92b2c5d,8,32,yes,agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/ohosTest/ets/test/MyFavoritesPage.test.ets;agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/features/mine/src/ohosTest/ets/test/WatchRecordsPage.test.ets,instrument-test,"MyFavoritesPageUiTest,WatchRecordsPageUiTest","hvigorw onDeviceTest -p module=mine -p coverage=true -p scope=MyFavoritesPageUiTest,WatchRecordsPageUiTest",passed,16,15,93.75,0,0,N/A,13,12,92.31,resetStateVarsOnReuse;aboutToAppear;anonymous_1;initialRender;anonymous_2;anonymous_3;anonymous_4;anonymous_5;anonymous_6;anonymous_7;anonymous_8;anonymous_10;anonymous_11,rerun passed: 2/2 tests,code-clone_coverage.csv
4,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/main/ets/pages/EditVisitorPage.ets,1c38a66f86bc0d7e258ff1b5dafe127efd2b74ce,1,158,yes,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/EditVisitorPage.test.ets,instrument-test,EditVisitorPageTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=mine@ohosTest -p coverage=true -p scope=EditVisitorPageTest,passed,109,72,66.06,16,1,6.25,39,34,87.18,EditVisitorPageBuilder;anonymous_1;resetStateVarsOnReuse;cloneContact;isContactInfoValid;upDateContactInfo;anonymous_3;aboutToAppear;aboutToDisappear;initialRender;anonymous_4;anonymous_5;anonymous_6;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32,"hvigor printed getInitCoverageData failed, but test_result.txt passed and coverageReport.json was emitted",code-clone_coverage.csv
4,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/main/ets/components/ShippingInfo.ets,64ebf8ef262d5720ab6d61df4482b3ff00efb555,9,61,yes,agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/ohosTest/ets/test/HomeVisit.test.ets;agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_home/src/ohosTest/ets/test/ShippingInfo.test.ets,instrument-test,"HomeVisitTest,ShippingInfoTest","hvigorw.js --no-daemon test -p module=business_home -p coverage=true -p scope=HomeVisitTest,ShippingInfoTest",passed,9,9,100.00,0,0,N/A,7,7,100.00,anonymous_1;anonymous_2;anonymous_4;anonymous_5;anonymous_7;anonymous_8;initialRender,rerun passed: 9/9 tests,code-clone_coverage.csv
4,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/minePage/src/main/ets/views/AuthenticationPage.ets,57e5cea82eb459dbacbb753ec39f625cd88bada9,1,71,yes,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/minePage/src/ohosTest/ets/test/AuthenticationPage.test.ets;agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/minePage/src/ohosTest/ets/test/List.test.ets,instrument-test,AuthenticationPageInstrumentTest,"hvigorw.js --no-daemon onDeviceTest -p module=minePage -p coverage=true -p scope=AuthenticationPageInstrumentTest,CollectionPageInstrumentTest,CoursePageInstrumentTest",passed,59,57,96.61,0,0,N/A,7,5,71.43,AuthenticationPageBuilder;anonymous_1;initialRender;anonymous_3;anonymous_4;anonymous_5;anonymous_6,same-module test now exists and passed in combined minePage scope; hvigor emitted getInitCoverageData parse warning but wrote test_result and coverageReport,code-clone_coverage.csv
5,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/NavigationTemplate/AirTrip/Application/features/home/src/main/ets/pages/HomePage.ets,5af98e83907aaadc3057861d1001b7505da3e2e9,194,209,yes,agc-template-market-harmonyos-demos/NavigationTemplate/AirTrip/Application/features/home/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/NavigationTemplate/AirTrip/Application/features/home/src/ohosTest/ets/test/HomePageFlightBooking.test.ets,instrument-test,HomePageFlightBookingTest,hvigorw onDeviceTest -p module=home -p coverage=true -p scope=HomePageFlightBookingTest,passed,15,15,100.00,2,1,50.00,6,5,83.33,FlightBookingView;anonymous_11;anonymous_15;anonymous_16;anonymous_17;anonymous_19,rerun passed: 3/3 tests,code-clone_coverage.csv
5,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/componentlib/src/main/ets/components/CommonProductProfile.ets,7ae4741eb05a49e2862a7b4e11d6733e1b922706,39,56,yes,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/componentlib/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/componentlib/src/ohosTest/ets/test/CommonProductProfile.test.ets,instrument-test,CommonProductProfileTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=componentlib@ohosTest -p coverage=true -p scope=CommonProductProfileTest,passed,16,16,100.00,2,2,100.00,7,7,100.00,initialRender;anonymous_6;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15,rerun passed: 2/2 tests,code-clone_coverage.csv
5,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_mine/src/main/ets/pages/EditNamePage.ets,9d992d71e39a169bdc65a4f496b7880654026c49,18,70,yes,agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_mine/src/ohosTest/ets/test/EditNamePage.test.ets;agc-template-market-harmonyos-demos/ShoppingTemplate/Express/features/business_mine/src/ohosTest/ets/test/EditPhonePage.test.ets,instrument-test,"EditNamePageTest,EditPhonePageTest","hvigorw.js --no-daemon test -p module=business_mine -p coverage=true -p scope=EditNamePageTest,EditPhonePageTest",passed,38,38,100.00,2,1,50.00,11,11,100.00,initialRender;anonymous_3;anonymous_5;anonymous_6;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_13;anonymous_14,rerun passed: 6/6 tests,code-clone_coverage.csv
5,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/minePage/src/main/ets/views/CollectionPage.ets,777c9655a20b529275f19c1b99a6379cfa42981e,20,46,yes,agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/minePage/src/ohosTest/ets/test/CollectionPage.test.ets;agc-template-market-harmonyos-demos/EducationTemplate/Exam/features/minePage/src/ohosTest/ets/test/List.test.ets,instrument-test,CollectionPageInstrumentTest,"hvigorw.js --no-daemon onDeviceTest -p module=minePage -p coverage=true -p scope=AuthenticationPageInstrumentTest,CollectionPageInstrumentTest,CoursePageInstrumentTest",passed,9,3,33.33,0,0,N/A,7,1,14.29,anonymous_1;anonymous_2;resetStateVarsOnReuse;anonymous_3;anonymous_4;anonymous_5;aboutToDisappear,rerun passed in combined minePage scope; hvigor emitted getInitCoverageData parse warning but wrote test_result and coverageReport,code-clone_coverage.csv
5,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/NavigationTemplate/AirTrip/Application/features/home/src/main/ets/pages/HomePage.ets,5af98e83907aaadc3057861d1001b7505da3e2e9,238,253,yes,agc-template-market-harmonyos-demos/NavigationTemplate/AirTrip/Application/features/home/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/NavigationTemplate/AirTrip/Application/features/home/src/ohosTest/ets/test/HomePageFlightBooking.test.ets,instrument-test,HomePageFlightBookingTest,hvigorw onDeviceTest -p module=home -p coverage=true -p scope=HomePageFlightBookingTest,passed,15,15,100.00,2,1,50.00,6,6,100.00,FlightBookingView;anonymous_11;anonymous_15;anonymous_22;anonymous_24;anonymous_25,rerun passed: 3/3 tests,code-clone_coverage.csv
5,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/componentlib/src/main/ets/components/CommonProductProfile.ets,7ae4741eb05a49e2862a7b4e11d6733e1b922706,67,84,yes,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/componentlib/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/componentlib/src/ohosTest/ets/test/CommonProductProfile.test.ets,instrument-test,CommonProductProfileTest,DEVECO_SDK_HOME=/Applications/DevEco-Studio.app/Contents/sdk NODE_HOME=/Applications/DevEco-Studio.app/Contents/tools/node /Applications/DevEco-Studio.app/Contents/tools/node/bin/node /Applications/DevEco-Studio.app/Contents/tools/hvigor/bin/hvigorw.js --no-daemon onDeviceTest -p module=componentlib@ohosTest -p coverage=true -p scope=CommonProductProfileTest,passed,16,16,100.00,2,2,100.00,7,7,100.00,initialRender;anonymous_6;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20,rerun passed: 2/2 tests,code-clone_coverage.csv
